,Unnamed: 0,label,text-neigh,label_num,text-rel,token,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
2140,2140,Capability,"to the path ‘C:\Windows\temp\install.ocx’, ensuring the malware is launched",1,The installer ensuring the malware is launched on system start-up,is launched,path ensur malwar launch,instal ensur malwar launch system start-up,"['path', 'ensur', 'malwar', 'launch']","['instal', 'ensur', 'malwar', 'launch', 'system', 'start-up']"
2141,2141,Capability,documents but instead DLLs obfuscated with a one-byte XOR,1,DLLs obfuscated with a one-byte XOR with 0x14,drops,document instead dll obfusc one-byt xor,dll obfusc one-byt xor 0x14,"['document', 'instead', 'dll', 'obfusc', 'one-byt', 'xor']","['dll', 'obfusc', 'one-byt', 'xor', '0x14']"
2142,2142,Capability,PRC hacking community to denote the act of Antivirus,1,a term used in the PRC hacking community denote the act of Antivirus avoidance through the loading of malicious ‘black’ code via non-malicious or trusted ‘white‘ code,load,prc hack commun denot act antiviru,term use prc hack commun denot act antiviru avoid load malici ‘black code via non-malici trust ‘white‘ code,"['prc', 'hack', 'commun', 'denot', 'act', 'antiviru']","['term', 'use', 'prc', 'hack', 'commun', 'denot', 'act', 'antiviru', 'avoid', 'load', 'malici', '‘black', 'code', 'via', 'non-malici', 'trust', '‘white‘', 'code']"
2143,2143,Capability,variant. In addition to delivering system-specific details back to,1,Gh0st RAT delivering system-specific details back to the attacker,obfuscate,variant. addit deliv system-specif detail back,gh0st rat deliv system-specif detail back attack,"['variant.', 'addit', 'deliv', 'system-specif', 'detail', 'back']","['gh0st', 'rat', 'deliv', 'system-specif', 'detail', 'back', 'attack']"
2144,2144,Capability,"provides the capability to deploy additional malware, enabling the",1,Gh0st RAT deploy additional malware,loads,provid capabl deploy addit malwar enabl,gh0st rat deploy addit malwar,"['provid', 'capabl', 'deploy', 'addit', 'malwar', 'enabl']","['gh0st', 'rat', 'deploy', 'addit', 'malwar']"
2145,2145,Capability,"additional malware, enabling the harvesting of sensitive data and",1,additional malware harvesting sensitive data,free,addit malwar enabl harvest sensit data,addit malwar harvest sensit data,"['addit', 'malwar', 'enabl', 'harvest', 'sensit', 'data']","['addit', 'malwar', 'harvest', 'sensit', 'data']"
2146,2146,Capability,Java Applets designed to install malware on their systems.,1,malicious Java Applets install malware,load,java applet design instal malwar systems.,malici java applet instal malwar,"['java', 'applet', 'design', 'instal', 'malwar', 'systems.']","['malici', 'java', 'applet', 'instal', 'malwar']"
2147,2147,Capability,observed malicious code being served up from the website of,1,malicious code served up from the website of the Alliance for True Democracy (ATD) in Hong Kong,is designed,observ malici code serv websit,malici code serv websit allianc true democraci atd hong kong,"['observ', 'malici', 'code', 'serv', 'websit']","['malici', 'code', 'serv', 'websit', 'allianc', 'true', 'democraci', 'atd', 'hong', 'kong']"
2148,2148,Capability,password protected backdoor webshell placed on it. This is,1,placed a password protected backdoor webshell on it,gathers,password protect backdoor webshel place it. thi,place password protect backdoor webshel,"['password', 'protect', 'backdoor', 'webshel', 'place', 'it.', 'thi']","['place', 'password', 'protect', 'backdoor', 'webshel']"
2149,2149,Capability,certainty. Attackers will often upload new webshells or add,1,Attackers upload new webshells or add simple China Chopper style modifications,gathers,certainty. attack often upload new webshel add,attack upload new webshel add simpl china chopper style modif,"['certainty.', 'attack', 'often', 'upload', 'new', 'webshel', 'add']","['attack', 'upload', 'new', 'webshel', 'add', 'simpl', 'china', 'chopper', 'style', 'modif']"
2150,2150,Capability,"DPHK websites are also serving up malicious code, so please",1,the DPHK websites serving up malicious code,gathers,dphk websit also serv malici code pleas,dphk websit serv malici code,"['dphk', 'websit', 'also', 'serv', 'malici', 'code', 'pleas']","['dphk', 'websit', 'serv', 'malici', 'code']"
2151,2151,Capability,the DPHK website has been used in a strategic web,1,been used the DPHK website,gathers,dphk websit ha use strateg web,use dphk websit,"['dphk', 'websit', 'ha', 'use', 'strateg', 'web']","['use', 'dphk', 'websit']"
2152,2152,Capability,Lab reported the website was being leveraged to target users with,1,was being leveraged to the website target users with Flash Exploits,gathers,lab report websit wa leverag target user,wa leverag websit target user flash exploit,"['lab', 'report', 'websit', 'wa', 'leverag', 'target', 'user']","['wa', 'leverag', 'websit', 'target', 'user', 'flash', 'exploit']"
2153,2153,Capability,"Hong Kong (www.peoplepower.hk) had been compromised as well. However, unlike",1,been compromised the website of the political coalition and pan-democratic organization People Power in Hong Kong (www.peoplepower.hk),gathers,hong kong  peo-file compromis well. howev unlik,compromis websit polit coalit pan-democrat organ peopl power hong kong  peo-file,"['hong', 'kong', 'peo-file', 'compromis', 'well.', 'howev', 'unlik']","['compromis', 'websit', 'polit', 'coalit', 'pan-democrat', 'organ', 'peopl', 'power', 'hong', 'kong', 'peo-file']"
2154,2154,Capability,pages load scripts that conduct profiling of the system for,1,"scripts conduct profiling of the system for various software, plugins, and other related information",gathers,page load script conduct profil system,script conduct profil system variou softwar plugin relat inform,"['page', 'load', 'script', 'conduct', 'profil', 'system']","['script', 'conduct', 'profil', 'system', 'variou', 'softwar', 'plugin', 'relat', 'inform']"
2155,2155,Capability,Java exploits designed to install malware on the target,1,Java exploits install malware on the target system,gathers,java exploit design instal malwar target,java exploit instal malwar target system,"['java', 'exploit', 'design', 'instal', 'malwar', 'target']","['java', 'exploit', 'instal', 'malwar', 'target', 'system']"
2156,2156,Capability,"successful, the exploits will install either a 32-bit or",1,the exploits install either a 32-bit or 64-bit version of the malware,is encrypted,success exploit instal either 32-bit,exploit instal either 32-bit 64-bit version malwar,"['success', 'exploit', 'instal', 'either', '32-bit']","['exploit', 'instal', 'either', '32-bit', '64-bit', 'version', 'malwar']"
2157,2157,Capability,"file, which in turned loads a malicious Java Applet.",1,a JavaScript file loads a malicious Java Applet,sent,file turn load malici java applet.,javascript file load malici java applet,"['file', 'turn', 'load', 'malici', 'java', 'applet.']","['javascript', 'file', 'load', 'malici', 'java', 'applet']"
2158,2158,Capability,involved in compromising and placing malicious code on Pro-Democratic,1,Pro-Democratic websites in Hong Kong placing malicious code on,transfer,involv compromis place malici code pro-democrat,pro-democrat websit hong kong place malici code,"['involv', 'compromis', 'place', 'malici', 'code', 'pro-democrat']","['pro-democrat', 'websit', 'hong', 'kong', 'place', 'malici', 'code']"
2159,2159,Capability,"they call BITTERBUG, and determined it to be a",1,FireEye determined it to be a custom backdoor,transfer,call bitterbug determin,fireey determin custom backdoor,"['call', 'bitterbug', 'determin']","['fireey', 'determin', 'custom', 'backdoor']"
2160,2160,Capability,"custom backdoor. The backdoor relies on various support components,",1,"The backdoor relies on for various support components, including the non-malicious, publically available Libcurl installation, launch, and communications",identify,custom backdoor. backdoor reli variou support compon,backdoor reli variou support compon includ non-malici public avail libcurl instal launch commun,"['custom', 'backdoor.', 'backdoor', 'reli', 'variou', 'support', 'compon']","['backdoor', 'reli', 'variou', 'support', 'compon', 'includ', 'non-malici', 'public', 'avail', 'libcurl', 'instal', 'launch', 'commun']"
2161,2161,Capability,the ability to automatically target and exfiltrate files with extensions such,1,"BITTERBUG target and exfiltrate files with extensions such as .doc, .xls, .pdf, .ppt, .egm, and .xml",is then uploaded,abil automat target exfiltr file extens,bitterbug target exfiltr file extens .doc .xl .pdf .ppt .egm .xml,"['abil', 'automat', 'target', 'exfiltr', 'file', 'extens']","['bitterbug', 'target', 'exfiltr', 'file', 'extens', '.doc', '.xl', '.pdf', '.ppt', '.egm', '.xml']"
2162,2162,Capability,a compilation tactic to conceal the C2 address from,1,a compilation tactic conceal the C2 address from static analysis,are compressed,compil tactic conceal c2 address,compil tactic conceal c2 address static analysi,"['compil', 'tactic', 'conceal', 'c2', 'address']","['compil', 'tactic', 'conceal', 'c2', 'address', 'static', 'analysi']"
2163,2163,Capability,has apparently attempted to obfuscate its malware characteristics and,1,a Pakistan-based cyber exploitation effort obfuscate its malware characteristics,encrypted,ha appar attempt obfusc malwar characterist,pakistan-bas cyber exploit effort obfusc malwar characterist,"['ha', 'appar', 'attempt', 'obfusc', 'malwar', 'characterist']","['pakistan-bas', 'cyber', 'exploit', 'effort', 'obfusc', 'malwar', 'characterist']"
2164,2164,Capability,A: Malware Details BITTERBUG is a backdoor executable capable,1,BITTERBUG is a backdoor executable,being uploaded,a: malwar detail bitterbug backdoor execut capabl,bitterbug backdoor execut,"['a:', 'malwar', 'detail', 'bitterbug', 'backdoor', 'execut', 'capabl']","['bitterbug', 'backdoor', 'execut']"
2165,2165,Capability,"uploading and downloading files, listing running processes, generating file",1,BITTERBUG listing running processes,downloads,upload download file list run process gener file,bitterbug list run process,"['upload', 'download', 'file', 'list', 'run', 'process', 'gener', 'file']","['bitterbug', 'list', 'run', 'process']"
2166,2166,Capability,"files, listing running processes, generating file listings, and automatically",1,BITTERBUG generating file listings,checks,file list run process gener file list automat,bitterbug gener file list,"['file', 'list', 'run', 'process', 'gener', 'file', 'list', 'automat']","['bitterbug', 'gener', 'file', 'list']"
2167,2167,Capability,"file listings, and automatically transferring selected files to its",1,BITTERBUG transferring selected files to its command and control (C2) server,deletes,file list automat transfer select file,bitterbug transfer select file command control c2 server,"['file', 'list', 'automat', 'transfer', 'select', 'file']","['bitterbug', 'transfer', 'select', 'file', 'command', 'control', 'c2', 'server']"
2168,2168,Capability,control (C2) server. BITTERBUG appears to be virtual machine,1,BITTERBUG appears to be virtual machine aware,checks,control c2 server. bitterbug appear virtual machin,bitterbug appear virtual machin awar,"['control', 'c2', 'server.', 'bitterbug', 'appear', 'virtual', 'machin']","['bitterbug', 'appear', 'virtual', 'machin', 'awar']"
2169,2169,Capability,machine aware and may not execute on a VMWare or,1,BITTERBUG not execute on a VMWare or VirtualBox VM,be downloaded,machin awar may execut vmware,bitterbug execut vmware virtualbox vm,"['machin', 'awar', 'may', 'execut', 'vmware']","['bitterbug', 'execut', 'vmware', 'virtualbox', 'vm']"
2170,2170,Capability,We have observed BITTERBUG installed by a self-extracting RAR,1,a self-extracting RAR archive BITTERBUG installed,downloaded,observ bitterbug instal self-extract rar,self-extract rar archiv bitterbug instal,"['observ', 'bitterbug', 'instal', 'self-extract', 'rar']","['self-extract', 'rar', 'archiv', 'bitterbug', 'instal']"
