,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
1527,1527,NoActionName,OLDBAIT is a credential harvester,0,hide,Cyber Espionage E: OLDBAIT is a credential harvester that,hide,oldbait credenti harvest,cyber espionag e: oldbait credenti harvest,"['oldbait', 'credenti', 'harvest']","['cyber', 'espionag', 'e:', 'oldbait', 'credenti', 'harvest']"
1528,1528,NoActionName,OLDBAIT installs itself in %ALLUSERPROFILE%\\Application Data\ Microsoft\MediaPlayer\updatewindws.exe,0,finds and loads,a credential harvester that installs itself in %ALLUSERPROFILE%\\Application Data\,finds and loads,oldbait instal system-path  hash-code,credenti harvest instal system-path ,"['oldbait', 'instal', 'system-path', 'hash-code']","['credenti', 'harvest', 'instal', 'system-path']"
1529,1529,NoActionName,Both the internal strings and logic are obfuscated,0,monitor,internal strings and logic are obfuscated and are unpacked at,monitor,intern string logic obfusc,intern string logic obfusc unpack,"['intern', 'string', 'logic', 'obfusc']","['intern', 'string', 'logic', 'obfusc', 'unpack']"
1530,1530,NoActionName,HTTP be used to send out the collected credentials,0,drops,email and HTTP can be used to send out the,drops,http use send collect credenti,email http use send,"['http', 'use', 'send', 'collect', 'credenti']","['email', 'http', 'use', 'send']"
1531,1531,NoActionName,Credentials for the following applications are collected,0,is encrypted,for the following applications are collected • Internet Explorer •,is encrypted,credenti follow applic collect,follow applic collect internet explor,"['credenti', 'follow', 'applic', 'collect']","['follow', 'applic', 'collect', 'internet', 'explor']"
1532,1532,NoActionName,Dino’s main goal be the exfiltration of files from its targets,0,loading and executing,main goal seems to be the exfiltration of files,loading and executing,dino main goal exfiltr file target,main goal seem exfiltr file,"['dino', 'main', 'goal', 'exfiltr', 'file', 'target']","['main', 'goal', 'seem', 'exfiltr', 'file']"
1533,1533,NoActionName,its execute commands in a stealthy fashion,0,are loaded,custom file system to execute commands in a stealthy,are loaded,execut command stealthi fashion,custom file system execut command stealthi,"['execut', 'command', 'stealthi', 'fashion']","['custom', 'file', 'system', 'execut', 'command', 'stealthi']"
1534,1534,NoActionName,These keys contain the command and control (C&C) servers’ URLs,0,cleaned up,Dino. ComServer: These keys contain the command and control,cleaned up,key contain command control c&c server url,dino. comserver: key contain command control,"['key', 'contain', 'command', 'control', 'c&c', 'server', 'url']","['dino.', 'comserver:', 'key', 'contain', 'command', 'control']"
1535,1535,NoActionName,C&C servers encrypt the network communications with,0,are injected,contain cryptographic keys to encrypt the network communications with,are injected,c&c server encrypt network commun,contain cryptograph key encrypt network commun,"['c&c', 'server', 'encrypt', 'network', 'commun']","['contain', 'cryptograph', 'key', 'encrypt', 'network', 'commun']"
1536,1536,NoActionName,a custom file system store files in memory,0,stores,"complex data structure to store files in memory, each",stores,custom file system store file memori,complex data structur store file memori,"['custom', 'file', 'system', 'store', 'file', 'memori']","['complex', 'data', 'structur', 'store', 'file', 'memori']"
1537,1537,NoActionName,Dino remove the malware from the machine,0,are encrypted,containing the instructions to remove the malware from the,are encrypted,dino remov malwar machin,contain instruct remov malwar,"['dino', 'remov', 'malwar', 'machin']","['contain', 'instruct', 'remov', 'malwar']"
1538,1538,NoActionName,The cleaner file uninstall the malware from the machine,0,is,"which, once executed, will uninstall the malware from the",is,cleaner file uninstal malwar machin,onc execut uninstal malwar,"['cleaner', 'file', 'uninstal', 'malwar', 'machin']","['onc', 'execut', 'uninstal', 'malwar']"
1539,1539,NoActionName,ramFS serves as a protected container for files to be executed on the machine,0,are encrypted,"the machine. Hence, ramFS serves as a protected container",are encrypted,ramf serv protect contain file execut machin,machine. henc ramf serv protect contain,"['ramf', 'serv', 'protect', 'contain', 'file', 'execut', 'machin']","['machine.', 'henc', 'ramf', 'serv', 'protect', 'contain']"
1540,1540,NoActionName,ramFS leaving very few traces on the system,0,are,to the operators and leaving very few traces on,are,ramf leav veri trace system,oper leav veri trace,"['ramf', 'leav', 'veri', 'trace', 'system']","['oper', 'leav', 'veri', 'trace']"
1541,1541,NoActionName,Dino checked the current process name against process names used by some sandboxes,0,initiate,current process name is checked against process names used,initiate,dino check current process name process name use sandbox,current process name check process name use,"['dino', 'check', 'current', 'process', 'name', 'process', 'name', 'use', 'sandbox']","['current', 'process', 'name', 'check', 'process', 'name', 'use']"
1542,1542,NoActionName,Several commands executed in the context of ramFS,0,initiate,Several commands can be executed in the context of,initiate,sever command execut context ramf,sever command execut context,"['sever', 'command', 'execut', 'context', 'ramf']","['sever', 'command', 'execut', 'context']"
1543,1543,NoActionName,The result reported to the C&C server,0,are,module. The result is reported to the C&C server.,are,result report c&c server,module. result report c&c server.,"['result', 'report', 'c&c', 'server']","['module.', 'result', 'report', 'c&c', 'server.']"
1544,1544,NoActionName,"an implant steal data from instant messengers, softphones, browsers and office applications",0,serve,"invades Windows processes to steal data from instant messengers,",serve,implant steal data instant messeng softphon browser offic applic,invad window process steal data instant messeng,"['implant', 'steal', 'data', 'instant', 'messeng', 'softphon', 'browser', 'offic', 'applic']","['invad', 'window', 'process', 'steal', 'data', 'instant', 'messeng']"
1545,1545,NoActionName,The implant steal data on the fly,0,happen,"dedicated remote processes, to steal data on the fly.",happen,implant steal data fli,dedic remot process steal data fly.,"['implant', 'steal', 'data', 'fli']","['dedic', 'remot', 'process', 'steal', 'data', 'fly.']"
1546,1546,NoActionName,it fetches the encrypted DLL from its own binary from outside its resource section,0,are strongly encrypted,operates straight forward; it fetches the encrypted DLL from,are strongly encrypted,fetch encrypt dll binari outsid resourc section,oper straight forward; fetch encrypt dll,"['fetch', 'encrypt', 'dll', 'binari', 'outsid', 'resourc', 'section']","['oper', 'straight', 'forward;', 'fetch', 'encrypt', 'dll']"
1547,1547,NoActionName,hides it in the file system,0,happen,"section, decrypts it and hides it in the file",happen,hide file system,section decrypt hide file,"['hide', 'file', 'system']","['section', 'decrypt', 'hide', 'file']"
1548,1548,NoActionName,a cmd.exe process deleting the dropper binary on disk,0,contact,for 1 second before deleting the dropper binary on,contact,cmd.ex process delet dropper binari disk,second befor delet dropper binari,"['cmd.ex', 'process', 'delet', 'dropper', 'binari', 'disk']","['second', 'befor', 'delet', 'dropper', 'binari']"
1549,1549,NoActionName,the malware reduces forensic artefacts,0,instruct,"This way the malware reduces forensic artefacts, staying behind",instruct,malwar reduc forens artefact,thi way malwar reduc forens artefact stay behind,"['malwar', 'reduc', 'forens', 'artefact']","['thi', 'way', 'malwar', 'reduc', 'forens', 'artefact', 'stay', 'behind']"
1550,1550,NoActionName,The implant logging keystrokes,0,begin,"implant is capable of logging keystrokes, capture screen shots,",begin,implant log keystrok,implant capabl log keystrok captur screen shot,"['implant', 'log', 'keystrok']","['implant', 'capabl', 'log', 'keystrok', 'captur', 'screen', 'shot']"
1551,1551,NoActionName,The implant capture screen shots,0,be encoded and embedded,"capable of logging keystrokes, capture screen shots, spy on",be encoded and embedded,implant captur screen shot,capabl log keystrok captur screen shot spi,"['implant', 'captur', 'screen', 'shot']","['capabl', 'log', 'keystrok', 'captur', 'screen', 'shot', 'spi']"
1552,1552,NoActionName,Babar steal from data arbitrary processes,0,be encoded and embedded,Detours technique to actively steal data from arbitrary processes.,be encoded and embedded,babar steal data arbitrari process,detour techniqu activ steal data arbitrari processes.,"['babar', 'steal', 'data', 'arbitrari', 'process']","['detour', 'techniqu', 'activ', 'steal', 'data', 'arbitrari', 'processes.']"
1553,1553,NoActionName,Babar implements an obfuscation technique to hide certain API names,0,are undertaken,b3fe0e3a3e3befa152c4237b0f3a96ffaa44a2d7e1aa6d379d3a1ab4659e1676 AntiVir Babar also implements an obfuscation technique to,are undertaken,babar implement obfusc techniqu hide certain api name,hash-code antivir babar also implement obfusc techniqu,"['babar', 'implement', 'obfusc', 'techniqu', 'hide', 'certain', 'api', 'name']","['hash-code', 'antivir', 'babar', 'also', 'implement', 'obfusc', 'techniqu']"
1554,1554,NoActionName,Babar uninstall itself from the affected system,0,logs,also implements functionality to uninstall itself from the affected,logs,babar uninstal affect system,also implement function uninstal affect,"['babar', 'uninstal', 'affect', 'system']","['also', 'implement', 'function', 'uninstal', 'affect']"
1555,1555,NoActionName,The spying activities performed through via the Babar instance a global Windows hook invading all processes running in the same desktop,0,is encrypted and compressed,The spying activities are performed either through the Babar,is encrypted and compressed,spi activ perform via babar instanc global window hook invad process run desktop,spi activ perform either babar,"['spi', 'activ', 'perform', 'via', 'babar', 'instanc', 'global', 'window', 'hook', 'invad', 'process', 'run', 'desktop']","['spi', 'activ', 'perform', 'either', 'babar']"
1556,1556,NoActionName,spying on window names,0,receive,Instance-local capabilities are basic spying on window names or,receive,spi window name,instance-loc capabl basic spi window name,"['spi', 'window', 'name']","['instance-loc', 'capabl', 'basic', 'spi', 'window', 'name']"
1557,1557,NoActionName,the global hooks Windows API calls steal information from,0,be distributed,global hooks manage to steal information directly from Windows,be distributed,global hook window api call steal inform,global hook manag steal inform directli window,"['global', 'hook', 'window', 'api', 'call', 'steal', 'inform']","['global', 'hook', 'manag', 'steal', 'inform', 'directli', 'window']"
1558,1558,NoActionName,a thread performs encryption,0,stealing,"to a thread, which performs encryption and dumps the",stealing,thread perform encrypt,thread perform encrypt dump,"['thread', 'perform', 'encrypt']","['thread', 'perform', 'encrypt', 'dump']"
1559,1559,NoActionName,an invisible window receive window messages,0,was installed,other purpose than to receive window messages. By processing,was installed,invis window receiv window messag,purpos receiv window messages. process,"['invis', 'window', 'receiv', 'window', 'messag']","['purpos', 'receiv', 'window', 'messages.', 'process']"
1560,1560,NoActionName,Babar sniff all keystrokes happening on the same desktop as its invisible window,0,retrieve,Babar is able to sniff all keystrokes happening on,retrieve,babar sniff keystrok happen desktop invis window,babar abl sniff keystrok happen,"['babar', 'sniff', 'keystrok', 'happen', 'desktop', 'invis', 'window']","['babar', 'abl', 'sniff', 'keystrok', 'happen']"
1561,1561,NoActionName,The respective trampolines steal data going in or out of the hooked APIs on the fly,0,retrieve,lite.exe The respective trampolines steal data going in or,retrieve,respect trampolin steal data go hook api fli,lite.ex respect trampolin steal data go,"['respect', 'trampolin', 'steal', 'data', 'go', 'hook', 'api', 'fli']","['lite.ex', 'respect', 'trampolin', 'steal', 'data', 'go']"
1562,1562,NoActionName,a separate thread encrypts it,0,execute,thread which compresses and encrypts it before dumping it,execute,separ thread encrypt,thread compress encrypt befor dump,"['separ', 'thread', 'encrypt']","['thread', 'compress', 'encrypt', 'befor', 'dump']"
