,text-rel,token,ActionName,Capability
2302,LoadEmbeddedImage copies the compressed embedded DLL into a newly allocated heap buffer,copies,File,-
2303,LoadEmbeddedImage calls the function decodeBuffer (using the EncodingKey value) to decrypt the embedded DLL,calls,Other,-
2304,LoadEmbeddedImage ImageLoaderData::LoadDll calls,calls,Other,-
2305,ImageLoaderData::LoadDll load the DLL into memory,load,Other,-
2306,ImageLoaderData::LoadDll calls the DllMain (DLL’s entry point) function,calls,Other,-
2307,the Loader loading the embedded DLL image into memory,loading,Other,-
2308,ImageLoaderData::LoadDll loads the image into the appropriate memory configuration,loads,Other,-
2309,the Loader call the DLL’s StartServer or MatrixMain function,call,Other,-
2310,The standalone Loaders use the MatrixMain function,use,Other,-
2311,the DLL Loaders call the StartServer function,call,Other,-
2312,The Loaders call upon the StopServer function in order to unloading shut down the embedded DLL,call,Other,-
2313,MatrixMain and StartServer generate a new thread using instead of the POSIX API function beginthreadex the more common CreateThread,generate,Other,-
2314,the DLL install itself as on a service the victim’s machine,install,Other,-
2315,The DLL create a new service,create,Other,-
2316,The DLL’s RAT functionality provides remote command shell,provides,-,other
2317,individual instances of Gen 2 DLL listen for on incoming connections local ports,listen,Network,-
2318,individual instances of Gen 2 DLL accept commands from the inbound connection,accept,-,command_and_control
2319,providing a high level of persistence to the malware,providing,-,other
2320,Each Gen 2 infection support up to 10 listening ports,support,Network,-
2321,The communication between the Gen 2 malware and the C2 is encrypted using a simple DWORD XOR scheme,is encrypted,-,other
2322,the RAT install a rootkit on 32-bit versions of Windows,install,-,other
2323,the RAT functionality code creates a service with the driver in the %TEMP% directory as the executable for the service,creates,Other,-
2324,The RAT functionality code activates the service,activates,Other,-
2325,the RAT functionality code deletes the service in order to reduce the visible footprint of the new driver,deletes,Other,-
2326,the RAT functionality code hide the DLL’s PID,hide,-,other
2327,"the RAT functionality code hide the DLL’s service names (e.g. NetDDESrv and ""Network DDE Service"") and the service entry as well",hide,-,other
2328,the code hide a service named Hitx,hide,-,other
2329,The console connect and authenticate with the infected server,connect and authenticate,-,command_and_control
2330,the operator has the basic Hikit functionalities available to them via commands such as file and shell,has,-,other
2331,Gen 2 samples produce up to three named events,produce,Other,-
2332,This SMB Worm Tool is equipped with a Listening Implant,is equipped,Network,other
2333,Lightweight Backdoor This SMB Worm Tool is equipped with,is equipped,-,other
2334,Proxy Tool This SMB Worm Tool is equipped with,is equipped,-,other
2335,Destructive Hard Drive Tool This SMB Worm Tool is equipped with,is equipped,-,other
2336,Destructive Target Cleaning Tool This SMB Worm Tool is equipped with,is equipped,-,other
2337,This worm Windows SMB shares propagate via,propagate,Other,infection_propagation
2338,This worm uses a brute force authentication attack,uses,-,other
2339,It connects home every five minutes,connects,-,command_and_control
2340,It send log data back to command and control (C2) infrastructure,send,Network,command_and_control
2341,it SMB port 445 spread to via other Windows hosts,spread,-,other
2342,The tool accepts new scan tasking when it connects to C2,accepts,-,command_and_control
2343,the first thread calls home,calls,-,command_and_control
2344,the first thread sends back logs (a list of successful SMB exploitations),sends,-,command_and_control
2345,the second thread SMB connections guess passwords for,guess,-,other
2346,is copied file on the newly-infected host,is copied,File,-
2347,run file on the newly-infected host,run,File,-
2348,is established a file share,is established,Other,-
2349,"this implant TCP port 195 (for ""sensvc.exe"" and ""msensvc.exe"") and TCP port 444 (for ""netcfg.dll"") listens for on connections",listens,Network,other
2350,Each message sent to this implant,sent,Network,command_and_control
2351,Each message sent from this implant,sent,Network,command_and_control
2352,Each message XOR encoded with the byte 0x1F,XOR encoded,-,other
2353,"the victim sends the string, ""HTTP/1.1 GET /dns? \x00.""",sends,Network,command_and_control
2354,"The controller responds with the string ""200 www.yahoo.com!\x00"" (for ""sensvc.exe"" and ""msensvc.exe"") the string ""RESPONSE 200 OK!!"" (for ""netcfg.dll"")",responds,Network,command_and_control
2355,"The controller sends the byte ""!"" (0x21) to end the network connection",sends,Network,command_and_control
2356,This is a backdoor listener,is,-,other
2357,It includes file transfer,includes,File,-
2358,It includes system survey,includes,-,other
2359,It includes process manipulation,includes,-,-
2360,It includes proxy capability,includes,-,command_and_control
2361,It includes file time matching,includes,File,-
2362,The listener perform arbitrary code execution,perform,File,other
2363,The listener execute commands on the command line,execute,File,other
2364,This tool open ports in a victim host's firewall,open,Network,-
2365,This tool discover routers and gateway devices,discover,-,other
2366,This tool add port mappings,add,-,other
2367,This tool Network Address Translated (NAT) private networks allowing inbound connections to on victim hosts,allowing,-,other
2368,Implants in this malware family are typically loaded via a dropper,are typically loaded,-,other
2369,installed a dropper as a service,installed,Other,-
2370,Implants in this malware family TCP port 443 listen on,listen,Network,other
2371,This proxy tool has basic backdoor functionality,has,-,other
2372,This proxy tool fingerprint the victim machine,fingerprint,-,other
2373,This proxy tool run remote commands,run,-,other
2374,This proxy tool perform directory listings,perform,-,other
2375,This proxy tool perform process listings,perform,-,other
2376,This proxy tool transfer files,transfer,File,other
2377,This tool is a tailored hard-drive wiping tool,is,-,other
2378,This tool destroy data past the point of recovery,destroy,-,other
